"annotation_id","annotator","created_at","id","lead_time","label","text","updated_at"
118,"1","2025-02-27T10:23:29.690643Z",118,12.355,"Neutral","Итини таһынан, крипто-үп актыып, баай-дуол буоларынан, киһи бэйэтэ нолуок уорганнарыгар декларация оҥорон туттарыахтаах уонна барыһыттан 13% нолуок төлүөхтээх.","2025-02-27T10:23:29.690762Z"
119,"1","2025-02-27T10:23:59.283203Z",119,25.007,"Neutral","Дьон ырыаны хайдах толороллорун көрөбүн, сүбэ-ама биэрэбин.","2025-02-27T10:23:59.283381Z"
120,"1","2025-02-27T10:24:12.623639Z",120,4.464,"Positive","Убайа киниэхэ куруук холобур.","2025-02-27T10:24:12.623719Z"
121,"1","2025-02-27T10:24:22.126843Z",121,5.646,"Neutral","Төһө элбэх сайабылыанньа киирдэ?","2025-02-27T10:24:22.126936Z"
123,"1","2025-02-27T10:25:34.242402Z",123,51.548,"Positive","Бириэмэ аастаҕын аайы киһи  барыта доҕор-атас, билбит-көрбүт буолар, дьиҥ кырдьыгы көрдөрүүгэ токурутуу тахсар.","2025-02-27T10:25:34.242481Z"
124,"1","2025-02-27T10:25:48.122519Z",124,9.986,"Positive","Онон быйыл кыттыбыппыттан олус үөрдүм, төһөтүн да иһин эһиил оскуоланы бүтэрээри сырыттаҕым.","2025-02-27T10:25:48.122620Z"
125,"1","2025-02-27T10:26:03.647466Z",125,9.862,"Neutral","Баба-яга” кыһыҥҥы уонна сайыҥҥы диэн көтөр бириэмэлээх.","2025-02-27T10:26:03.647549Z"
126,"1","2025-02-27T10:26:27.163914Z",126,17.543,"Neutral","Тоҕо диэтэххэ, бу реформа биир сүрүнэ диэн күн бүгүн Россия үрдүнэн олохтоох бэйэни салайыныы уорганнара дьиҥнээхтик боломуочуйаларын толороллоругар үптэрэ-харчылара тиийбэтин быһаарыы буолуохтаах.","2025-02-27T10:26:27.164049Z"
127,"1","2025-02-27T10:26:38.287578Z",127,7.03,"Positive","Ас-үөл да элбиэ этэ.","2025-02-27T10:26:38.287657Z"
128,"1","2025-02-27T10:27:09.679331Z",128,26.826,"Negative","Инвест-бырагыраамаҕа сыһыардахха олох уустук.","2025-02-27T10:27:09.679453Z"
129,"1","2025-02-27T10:28:00.392058Z",129,45.618,"Negative","Биһиги нэһилиэк ону бу 15 кэнники сылга дакаастаатыбыт диэхпин сөп, арбаныы курдук ылынымаҥ.","2025-02-27T10:28:00.392139Z"
130,"1","2025-02-27T10:28:25.387971Z",130,17.979,"Negative","Онон мас-от тиэйэр уолаттар эрэйдэнэллэр.","2025-02-27T10:28:25.388053Z"
131,"1","2025-02-27T10:28:39.781998Z",131,8.745,"Neutral","Онтон күһүн “балаҕан ыйын 6 күнүгэр Москубаҕа М.","2025-02-27T10:28:39.782084Z"
132,"1","2025-02-27T10:28:58.307224Z",132,12.852,"Neutral","Ол гынан баран, иккиэн дизайнынан дьарыктанабыт.","2025-02-27T10:28:58.317761Z"
133,"1","2025-02-27T10:29:17.392412Z",133,13.799,"Positive","Хайа да омук кэлэр кэскилин, кэнчээри ыччаты иитиигэ үйэлэр тухары муспут муудараһын эдэр көлүөнэҕэ тиэрдэр үгэстээх.","2025-02-27T10:29:17.392514Z"
134,"1","2025-02-27T10:29:53.387693Z",134,30.751,"Positive","П. Ефимов Омооччута тапталлааҕар бэйэтин да толук уурарга бэлэм, кини Ньургустаанатыгар этэр-тыынар: ""Миигин ыл, бу эйигин кууһан сытар сүрэхтиин баарбын эн баҕаҥ туолуутугар.","2025-02-27T10:29:53.387774Z"
135,"1","2025-02-27T10:30:25.790239Z",135,27.711,"Positive","Бүддьүөтү сатаан торумнааһын, харчыны уурунуу уонна кыаҕы сөпкө туһаныы – үп-харчы өттүнэн туруктаах уонна кэнэҕэскитин байылыат олохтоох буолуу төрдө.","2025-02-27T10:30:25.790325Z"
136,"1","2025-02-27T10:30:54.640678Z",136,21.418,"Negative","киһи олорор кыамталаах, уулуссалара биһиэнин курдук кыараҕас.","2025-02-27T10:30:54.640760Z"
137,"1","2025-02-27T10:31:10.123372Z",137,9.286,"Positive","Ансаамбыл коллектива улаатан, сылдьар ыыра кэҥээн, толорор маастарыстыбата үрдээн барбыта.","2025-02-27T10:31:10.123456Z"
138,"1","2025-02-27T10:31:21.492029Z",138,7.704,"Neutral","Галина кини католик аата, тоҕо православнай кириэһи ылбытын ыйыппыта.","2025-02-27T10:31:21.492109Z"
139,"1","2025-02-27T10:32:16.014761Z",139,50.228,"Positive","диэн санааттан Таатта лиссиэйин 4-с кылааһын туйгун үөрэнээччитэ Валерия Румянцевалыын ирэ-хоро кэпсэттим.","2025-02-27T10:32:16.014845Z"
140,"1","2025-02-27T10:32:57.075910Z",140,37.673,"Positive","Бу эбэ урут син собо, сордоҥ, күстэх киирэн тахсар сирэ этэ.","2025-02-27T10:32:57.075990Z"
141,"1","2025-02-27T10:33:45.014388Z",141,42.573,"Negative","Олору сырсыы ухханыгар сылдьан баран, 40-с саастарыгар үктэнэн баран өйдөөбүттэрэ, кинилэри сүҥ­кэннээх кыһалҕа булбут: олох аргыһа буолуохтааҕы көрдүүргэ бириэмэлэрэ тиийбэт, эбэтэр анараа, эт-хаан өттүнэн ыкса сыһыаннаах партнердара оҕо диэтэххэ, ойон туран куотар балаһыанньалаах, оҕону ыйааһын, чэҥкээйи эрэ быһыытынан көрөрүн өйдүүллэр.","2025-02-27T10:33:45.014470Z"
142,"1","2025-02-27T10:34:21.350237Z",142,31.577,"Positive","дьиэтин, ол аата 20–30 дэриэбинэни, холкутук гаастыахха сөп” диэн суруйбут.","2025-02-27T10:34:21.350640Z"
143,"1","2025-02-27T10:34:45.101811Z",143,19.117,"Positive","Испэктээк биир сүрүн уратыта – манна классика истиилигэр майгынныыр опера баартыйалара саха төрүт үстүрүмүөннэрин тыаһын-ууһун уонна сахалыы кылыһахтаах ырыаны-тойугу кытта дьүөрэлэһэллэр, биир тэтимҥэ киирэллэр.","2025-02-27T10:34:45.101892Z"
144,"1","2025-02-27T10:35:02.038076Z",144,9.887,"Positive","Наталья Сергеева-Аана Кыыhа, Чурапчы литэрэтииринэй түмсүүтүн чилиэнэ, СӨ Үөрэҕириитин туйгуна.","2025-02-27T10:35:02.038156Z"
145,"1","2025-02-27T10:36:15.330415Z",145,67.052,"Neutral","Өссө биир анала – кыһыҥҥы хаһылыкка, хаары алдьатан сири тоҥорор.","2025-02-27T10:36:15.330499Z"
146,"1","2025-02-27T10:37:27.585024Z",146,67.459,"Negative","М. Белоноговы былыргы үгэһинэн хоолдьуга атын бэйэтин кытта иинигэр көмпүттэр диэн сураҕы соторутааҕыта кэпсээн соһуппута.","2025-02-27T10:37:27.585108Z"
147,"1","2025-02-27T10:37:35.813667Z",147,4.215,"Neutral","Холобур, соторутааҕыта АЛРОСА хампаанньа М.","2025-02-27T10:37:35.813749Z"
148,"1","2025-02-27T10:37:49.649441Z",148,7.795,"Negative","Атыны албынныыр кыаҕа суох.","2025-02-27T10:37:49.649520Z"
149,"1","2025-02-27T10:38:28.413856Z",149,33.257,"Negative","СӨ мас сыаната 2020 сылтан – хамсыгынан, онтон анал байыаннай дьайыынан сибээстээн, үрдүү илик.","2025-02-27T10:38:28.413933Z"
150,"1","2025-02-27T10:38:45.693342Z",150,13.11,"Negative","Хайыахпыный, дьону таһырдьа бырахпат буоллаҕым дии.","2025-02-27T10:38:45.693423Z"
151,"1","2025-02-27T10:40:11.867705Z",151,81.895,"Positive","Онон эйэ дэмнээхтик тарҕаһабыт”, – диэбит.","2025-02-27T10:40:11.867955Z"
152,"1","2025-02-27T10:41:12.357544Z",152,53.074,"Negative","Итини толкуйдаабытым ыраатта да, менталитеппыт атын дуу, чиэһинэйбит дуу – кыаллыбат.","2025-02-27T10:41:12.357742Z"
153,"1","2025-02-27T10:41:43.483765Z",153,26.663,"Negative","Үтүө салайааччыны дьоно-сэргэтэ умнубат – Уустук диэххэ сөп.","2025-02-27T10:41:43.483845Z"
154,"1","2025-02-27T10:41:57.891680Z",154,8.616,"Neutral","1995 -2011 сс. Үөһээ Бүлүү ТХУ-тун начаалынньыга, Балаҕаннаах нэһилиэгин баһылыга.","2025-02-27T10:41:57.891761Z"
155,"1","2025-02-27T10:42:29.206105Z",155,26.939,"Positive","Роман Михайлович Коркин, Преображенскай, Барба курдук улуу тириэньэрдэргэ хатарыллан тахсан баран, маҥнайгы тириэньэрин инники күөҥҥэ тута сылдьыбыта.","2025-02-27T10:42:29.206189Z"
156,"1","2025-02-27T10:42:59.317548Z",156,27.131,"Neutral","Чэ, тириэньэр өйдөнөр, оттон “үрүҥ дьиэҕэ” тоҕо бараҕын?","2025-02-27T10:42:59.317626Z"
157,"1","2025-02-27T10:43:43.662056Z",157,38.955,"Negative","Урут олохтоохтор мас кэрдэллэригэр ойуур билиэтэ бэриллэр буоллаҕына, 2006 сылтан бэттэх ол тохтотуллубута, билигин маһы атыылаһыы туһунан дуогабар түһэрсиллэрэ ирдэнэр.","2025-02-27T10:43:43.662136Z"
158,"1","2025-02-27T10:44:27.629142Z",158,38.602,"Neutral","Аһылыгын 80%-на – талах уонна араас сэппэрээк.","2025-02-27T10:44:27.629227Z"
159,"1","2025-02-27T10:44:44.685390Z",159,14.074,"Neutral","Ытан суулларбатыннар диэн, аллараа өттүн тимир куйахтыыр буолбуттар.","2025-02-27T10:44:44.685474Z"
160,"1","2025-02-27T10:45:08.289097Z",160,16.449,"Neutral","Табылыннаҕына, күһүн Бииктэр аны миэхэ кэлэн ыалдьыттыахтаах.","2025-02-27T10:45:08.289183Z"
161,"1","2025-02-27T10:45:21.120508Z",161,10.018,"Positive","АЛРОСА хампаанньа үчүгэй үөрэхтээх, ситиһиилэрдээх устудьуоннардыын кинилэргэ истипиэндьийэни аныыр туһунан дуогабардары эмиэ түһэрсэр.","2025-02-27T10:45:21.120584Z"
162,"1","2025-02-27T10:45:32.313135Z",162,6.9,"Neutral","Аан дойдуга бастаан иһэллэр.","2025-02-27T10:45:32.313214Z"
163,"1","2025-02-27T10:46:03.944901Z",163,27.535,"Neutral","Бүгүн биһиги криптовалютанан 2018 с. анаан дьарыктанар эспиэр, дьону-сэргэни үөрэтэр уонна сырдатар Антон Ивановтуун кэпсэтэбит.","2025-02-27T10:46:03.944977Z"
164,"1","2025-02-27T10:46:44.756978Z",164,36.359,"Neutral","Ол кэнниттэн билигин болдьоҕун икки төгүл уһаппыттарыгар хаттаан этиилэрбитин киллэрэн олоробут.","2025-02-27T10:46:44.757058Z"
165,"1","2025-02-27T10:47:03.186740Z",165,14.706,"Neutral","Холобура, ипэтиэкэ, кыбартыыра төлөбүрүн хойутаппакка төлүүбүт дии, ол курдук буолуохтаах.","2025-02-27T10:47:03.186829Z"
166,"1","2025-02-27T10:47:13.753313Z",166,6.044,"Neutral","Миэхэ эр дьон сынньана кэлэллэр.","2025-02-27T10:47:13.753395Z"
167,"1","2025-02-27T10:47:26.785131Z",167,8.628,"Neutral","Биһиги даҕаны “эн эмиэ кэлээр” диэн арахсыбыппыт.","2025-02-27T10:47:26.785214Z"
168,"1","2025-02-27T10:47:35.814849Z",168,4.448,"Positive","Мин кинилэргэ олус махтанабын.","2025-02-27T10:47:35.814929Z"
169,"1","2025-02-27T10:48:17.552624Z",169,37.812,"Negative","Ким да билбэтэх саҥа административнай эдьинииссэни киллэрии дьон санаатын соруйан булкуйууга майгынныыр.","2025-02-27T10:48:17.552707Z"
170,"1","2025-02-27T10:48:31.803421Z",170,10.829,"Positive","Тус бэйэм төрөөбүт дойдубар үлэлиир буоламмыт, сиргэ-уокка ытыктабыллаахтык, харыстабыллаахтык сыһыаннаһабын, олус таптыыбын.","2025-02-27T10:48:31.803772Z"
171,"1","2025-02-27T10:48:45.268906Z",171,7.875,"Neutral","Икки көстөөх сиртэн от тиэйии өҥөтө – 4–5 тыһ.","2025-02-27T10:48:45.268987Z"
172,"1","2025-02-27T10:48:59.984158Z",172,10.772,"Negative","Арай тэрилтэ сабыллан хааллын, төһөлөөх киһи үлэтэ суох хаалыай?","2025-02-27T10:48:59.984271Z"
173,"1","2025-02-27T10:49:46.870980Z",173,39.998,"Neutral","Биир саба тутуунан кинилэри барыларын саптаххына эрэ биткоин “сууллан” түһэр, сабыллар кыахтаах.","2025-02-27T10:49:46.871061Z"
174,"1","2025-02-27T10:49:59.181038Z",174,7.8,"Negative","Ол быыһыгар оҕо ытыыр, ыһыллаҕас дьиэ.","2025-02-27T10:49:59.181117Z"
175,"1","2025-02-27T10:50:09.857752Z",175,7.375,"Neutral","Бүгүн ким ханна барбытын, түүн ким ханна киирэрин эҥин кэпсэтэбит.","2025-02-27T10:50:09.857837Z"
176,"1","2025-02-27T10:50:47.089416Z",176,32.791,"Positive","Уон күн иһигэр – идиэйэттэн премьераҕа диэри – өрөспүүбүлүкэ араас улууһуттан 68 үөрэнээччи киинэ ускуустубатын умсулҕаннаах эйгэтигэр кытынна.","2025-02-27T10:50:47.089629Z"
177,"1","2025-02-27T10:51:11.412971Z",177,20.285,"Neutral","Бастакы кинигэбэр - ""Маршаллаах уола"" диэн  ахтыыбар  суруйааччы Кындыл Маҥан (Аммосов Афанасий)   ""Симэхтээх сэлэ""  диэн ааты иҥэрбитэ киирбитэ.","2025-02-27T10:51:11.413055Z"
178,"1","2025-02-27T10:51:25.321449Z",178,9.523,"Neutral","Билигин дьиэ кэргэн бүддьүөтүн суоттанабыт-учуоттанабыт.","2025-02-27T10:51:25.321625Z"
179,"1","2025-02-27T10:51:36.829607Z",179,7.38,"Neutral","ынах барыта төрөөбүт, 1 ньирэй зоотехническай нуорма муҥутуурунан эмэн, 300 л үүтү испит диэтэххэ, 22,5 тыһ.","2025-02-27T10:51:36.829695Z"
180,"1","2025-02-27T10:51:54.578024Z",180,14.007,"Negative","Биһиги хаһаайыстыба киин улуустары кытта тэҥнэһэр кыахпыт суох.","2025-02-27T10:51:54.578103Z"
181,"1","2025-02-27T10:52:34.532333Z",181,35.665,"Negative","Сопхуос дириэктэрдэриттэн «ким да сопхуоһу хаалларыаҕыҥ” диэн эппэтэ.","2025-02-27T10:52:34.532413Z"
182,"1","2025-02-27T10:53:19.624714Z",182,40.492,"Neutral","Оччоҕуна нолуога барыстан быһаччы тутуллар булгуччулаах буолуон сөп.","2025-02-27T10:53:19.624866Z"
183,"1","2025-02-27T10:54:03.857542Z",183,39.551,"Positive","Оттон биһиги кэнники кэмҥэ саха култууратыгар хайдах курдук сүҥкэн уларыйыы бара турарын көрө сылдьабыт.","2025-02-27T10:54:03.857632Z"
184,"1","2025-02-27T10:54:17.585877Z",184,8.985,"Neutral","Ону хочуолбун отторго туттабын.","2025-02-27T10:54:17.585955Z"
185,"1","2025-02-27T10:54:50.489798Z",185,28.938,"Negative","диэн сибиги­нэһэллэрин истэн, ыар баттык санааҕа ылларан утуйбутум.","2025-02-27T10:54:50.489879Z"
186,"1","2025-02-27T10:54:58.762187Z",186,4.716,"Neutral","150-ча массыына, 100-кэ трактор баар.","2025-02-27T10:54:58.762340Z"
187,"1","2025-02-27T10:55:16.214057Z",187,12.63,"Positive","Нэһилиэктэргэ аныгы көстүүлээх кулууптар, успуорт саалалара, саҥа оскуолалар тутуллан син сайдыы хаамыытынан тэҥҥэ барсан иһэбит.","2025-02-27T10:55:16.214144Z"
188,"1","2025-02-27T10:55:57.088422Z",188,37.166,"Neutral","Хайатыҥы үрдэл сир (ону яр дииллэр быһыылаах) икки ардынааҕы хойуу талахтаах-мастаах аппаҕа үс киһини (ол иһигэр миигин) хаалларан баран, Павел Семенович биир уолу кытта ыттарын батыһыннаран үүрэ барда.","2025-02-27T10:55:57.088499Z"
189,"1","2025-02-27T10:56:45.857976Z",189,11.885,"Neutral","Үөһэ Халыма Зырянкатыгар Култуура-успуорт холбоһуга тутуллубута.","2025-02-27T10:56:45.858057Z"
190,"1","2025-02-27T10:56:53.659531Z",190,3.629,"Neutral","Оннук гымматтар, онон чааһынайтан 10 солк.","2025-02-27T10:56:53.659610Z"
191,"1","2025-02-27T10:57:03.301493Z",191,6.086,"Neutral","Холобур, сибиинньэ аһын (горуох) ыһан аһатаҕын.","2025-02-27T10:57:03.301576Z"
192,"1","2025-02-27T10:57:35.844439Z",192,28.656,"Positive","Ойуунускай уулуссатын тупсаран оҥорон бырайыагы инньэ гыммыттара.","2025-02-27T10:57:35.844897Z"
193,"1","2025-02-27T10:57:59.523617Z",193,19.124,"Neutral","Ону таһынан, инвестиция уонна криптовалюта тиэмэтинэн угаайыга киллэрбиттэр.","2025-02-27T10:57:59.523708Z"
194,"1","2025-02-27T10:58:31.875431Z",194,29.307,"Negative","Ол быыһыгар дьиэ кэргэн өйдөбүлэ эмиэ биллибэтинэн суураллан иһэр.","2025-02-27T10:58:31.875515Z"
195,"1","2025-02-27T10:59:08.340437Z",195,33.625,"Negative","Ки­һим чочумча саҥата суох туран баран: “Дьиҥэр, барыта үчүгэй баҕайы, бэйэҥ олус кыра­сыабай эбиккин эрээри, мин эйигин кытта таптаһыахпын баҕарбаппын.","2025-02-27T10:59:08.340517Z"
196,"1","2025-02-27T10:59:17.837882Z",196,4.819,"Neutral","Быйыл үс суорт хортуоппуйу олордубуппут.","2025-02-27T10:59:17.837960Z"
197,"1","2025-02-27T10:59:46.308030Z",197,24.095,"Neutral","биткоин барыта биирдэ буолбакка, өлүүлээн тахсар.","2025-02-27T10:59:46.308222Z"
198,"1","2025-02-27T10:59:57.193985Z",198,7.747,"Positive","Билигин бочуоттаах сынньалаҥҥа олорор.","2025-02-27T10:59:57.194068Z"
199,"1","2025-02-27T11:00:15.188815Z",199,14.561,"Neutral","СонуннарОлох-дьаһахХолкуостар “мини-роддомнара” Ааспыт үйэ 30-с сылларыгар Сэбиэскэй Сойууска оҕо төрөөһүнүн үрдэтэргэ араас миэрэни ылаллара.","2025-02-27T11:00:15.188894Z"
200,"1","2025-02-27T11:00:31.522474Z",200,12.693,"Negative","Биэрдэхтэринэ даҕаны, кинилэр сайаапкаларын хаачыстыбата быстар мөлтөх, ситэтэ суох буолар.","2025-02-27T11:00:31.522554Z"
201,"1","2025-02-28T09:04:57.642323Z",201,170.671,"Neutral","Ол судаарыстыбаларга биткоин дойду валютатын сэргэ туттуллар кыахтаах.","2025-02-28T09:04:57.642415Z"
202,"1","2025-02-28T09:05:14.685353Z",202,14.182,"Neutral","Өрөбүлгэ дьиэ-уот сууйан, эдьиийин кыра уолун оҕолоон, били кумааҕытын туһунан олоччу умнубута.","2025-02-28T09:05:14.685433Z"
203,"1","2025-02-28T09:05:58.866532Z",203,42.128,"Positive","Дохуота элбэх буоларыгар хас биирдии киһи дьулуһуохтаах.","2025-02-28T09:05:58.866613Z"
204,"1","2025-02-28T09:06:20.269238Z",204,19.012,"Positive","Мин эдьиийбин кытта дьиэ кэргэммитигэр геология идэтин талбыт бастакы хараҥаччылар буолабыт.","2025-02-28T09:06:20.269386Z"
205,"1","2025-02-28T09:06:40.158935Z",205,17.622,"Neutral","Кэнники ыйдарга турниктарга, ол иннинэ    скалодромҥа дьарыктаммытым.","2025-02-28T09:06:40.159040Z"
206,"1","2025-02-28T09:09:38.205807Z",206,174.918,"Neutral","Чэ, ол эрээри Киэсэ бу хоту дойдуга кэлбитин төрүт кэмсиммэт.","2025-02-28T09:09:38.206487Z"
207,"1","2025-02-28T09:26:42.119275Z",207,1019.557,"Neutral","Оннук үйэҕэ дьахтар уонна эр киһи сы­һыан­на­һыылара добуочча атын көрүҥнэнэр.","2025-02-28T09:26:42.119410Z"
208,"1","2025-02-28T09:27:51.565456Z",208,67.065,"Negative","Сылы-сыллаан ол дьон туһугар үлэлииргэ күһэллэллэр.","2025-02-28T09:27:51.565537Z"
209,"1","2025-02-28T09:28:56.427007Z",209,63.468,"Neutral","Оҕо сырыттахпына кини уоппускатыгар дьиэтигэр кэллэҕинэ, үлэтин туһунан биһиэхэ мэлдьи кэпсиирэ.","2025-02-28T09:28:56.427084Z"
210,"1","2025-02-28T09:29:46.054897Z",210,47.669,"Neutral","Билигин, сааһырбыт киһиэхэ бу аатым барсара дуу, суоҕа дуу диэн арыт толкуйдаан ылабын.","2025-02-28T09:29:46.054973Z"
211,"1","2025-02-28T09:30:47.747903Z",211,60.003,"Positive","Бэйэҥ ырыаҕын ыллаатаххына, ааккын-суолгун бигэтик оҥостуохха сөп.","2025-02-28T09:30:47.747983Z"
212,"1","2025-02-28T09:32:50.453833Z",212,120.975,"Negative","Салгыы устаап быһыытынан сийиэс хайдах ыҥырыллыахтааҕын, ону иилиир-саҕалыыр хамыыһыйа тоҕо тэриллиэхтээҕин быһаарбытын саалаҕа олорооччулар ыараханнык ылыннылар.","2025-02-28T09:32:50.453910Z"
213,"1","2025-02-28T09:33:52.220877Z",213,59.811,"Neutral","Онно бэрт аҕыйах киһи киирэр көҥүллээх.","2025-02-28T09:33:52.220955Z"
214,"1","2025-02-28T09:34:45.507921Z",214,52.137,"Positive","Дьэ, оччоҕуна эрэ оҕо уоскуйан, уруокка интэриэһин ууран, 15 мүнүүтэ үөрэниэн сөп.","2025-02-28T09:34:45.507999Z"
215,"1","2025-02-28T09:36:48.668057Z",215,121.457,"Neutral","Константин оҕо эрдэҕиттэн биир умсугуйар дьарыктааҕа – массыына уонна тиэхиньикэ.","2025-02-28T09:36:48.668134Z"
216,"1","2025-02-28T09:37:59.863640Z",216,69.712,"Negative","маастар былаанынан сөп буолар социальнай эбийиэктэр тутуллуохтара дииллэр да, 2032 сылга диэри сүрүннээн олорор дьиэ тутуутугар ити харчы кутуллуо диэн дьиксинэбин.","2025-02-28T09:37:59.863733Z"
217,"1","2025-02-28T09:38:35.683971Z",217,33.582,"Negative","Кириитикэһиттэр аһаҕастык эппэтэллэр да, Ил Дарханы “кирэ”, “эриэйтинин” түһэрэ сатыыллара көстөр.","2025-02-28T09:38:35.684266Z"
218,"1","2025-02-28T09:38:50.672141Z",218,13.407,"Negative","Биир күн үрдүбэр саба түһэн, ыһыы-хаһыы бөҕө буолбутум.","2025-02-28T09:38:50.672342Z"
219,"1","2025-02-28T09:38:59.400347Z",219,7.273,"Neutral","Кини аахта “Таҥара баар дуу, суох дуу?","2025-02-28T09:38:59.400425Z"
220,"1","2025-02-28T09:39:29.094048Z",220,28.312,"Neutral","Эмиэ биир сиргэ эргийбитинэн-кулахачыйбытынан бардылар.","2025-02-28T09:39:29.094204Z"
221,"1","2025-02-28T09:48:37.172218Z",221,539.37,"Positive","АЛРОСА хампаанньа үбүн суотугар Дьокуускайга баар успуорт эбийиэктэрэ уонна куорат туоналара тупсарыллаллар, Оонньуулар иһитиннэрэр-тэхиниичэскэй өттүнэн хааччыллаллар.","2025-02-28T09:48:37.172341Z"
222,"1","2025-02-28T09:48:49.636690Z",222,7.933,"Neutral","Таҥара киһини оҥорботоҕо – киһи таҥараны оҥорбута.","2025-02-28T09:48:49.636768Z"
223,"1","2025-02-28T09:48:55.136505Z",223,3.366,"Neutral","диэн кэпсиир Евдокия Бандерова.","2025-02-28T09:48:55.136586Z"
224,"1","2025-02-28T09:49:27.447108Z",224,28.516,"Positive","Кыыстарын сыанатыгар улахан суолта уураллара.","2025-02-28T09:49:27.447183Z"
225,"1","2025-02-28T09:51:19.559382Z",225,108.483,"Neutral","Биллэн турар, бэлэм харда, хоруй суох, тоҕо диэтэххэ, соцреализм бэрэстэбиитэлэ буолбатахтар.","2025-02-28T09:51:19.559458Z"
226,"1","2025-02-28T09:53:43.088605Z",226,142.042,"Neutral","2014 сылтан ""Хоһоон хонуута"" диэн өрөспүүбүлүкэтээҕи айар куттаахтар мустар түөлбэлэрин, түмсүүлэрин тэрийэн кэллим.","2025-02-28T09:53:43.088684Z"
227,"1","2025-02-28T09:53:50.927308Z",227,6.177,"Neutral","Билиҥҥэ диэри отчуоту, докумуону билбэппит.","2025-02-28T09:53:50.927393Z"
228,"1","2025-02-28T09:54:53.795088Z",228,61.115,"Negative","Ону сокуон сыыһа оҥоһуллан, “арыандаласпыт дьон эрэ барыһыраллар, уопсай хааһынаҕа харчы аанньа киирбэт” диэн сопхуостар тохтотон кэбиспиттэрэ.","2025-02-28T09:54:53.795168Z"
229,"1","2025-02-28T09:55:08.590542Z",229,13.527,"Neutral","Бэйэм АГАТУ-га технолог идэтигэр кэтэхтэн 1-кы кууруһу бүтэрдим.","2025-02-28T09:55:08.590631Z"
230,"1","2025-02-28T09:55:57.601226Z",230,47.63,"Neutral","Маарыннаһар өрүттэрэ: хоолдьуга кэрэхтэр бары илин, хотугулуу-илин, соҕуруулуу-илин көрөн тураллар.","2025-02-28T09:55:57.601305Z"
231,"1","2025-02-28T09:56:22.870602Z",231,23.678,"Positive","Саамай ытыктыыр, күөн туттар киһибит – Полина Победа буолар.","2025-02-28T09:56:22.870691Z"
232,"1","2025-02-28T09:56:59.465619Z",232,35.112,"Neutral","СонуннарОлох-дьаһахТыа хаһаайыстыбата тоҕо өнүйбэтий?","2025-02-28T09:56:59.465696Z"
233,"1","2025-02-28T09:57:24.809967Z",233,23.6,"Negative","Кини онтон  хараастарын, хомойорун кэпсиириттэн истэҕин.","2025-02-28T09:57:24.810044Z"
234,"1","2025-02-28T09:58:39.338530Z",234,71.628,"Positive","Билигин криптовалюта оҥорон Иркутскай, Красноярскай, Хакасия биирдиилээн ыаллара туох да сүрдээхтик байан бардылар.","2025-02-28T09:58:39.338610Z"
235,"1","2025-02-28T09:59:50.422328Z",235,69.838,"Neutral","Ол таҥара буолбут дьон мэтриэттэрэ бу саҥардыы биллибитэ, ити этиллибит таҥара буолбут дьон ону илдьэ да сылдьаачылара Боотуруускай улууһун Сүпсүк нэһилиэгин дьонноро дьүһүннэрин ойуулаан биэрбит киһи.","2025-02-28T09:59:50.422408Z"
236,"1","2025-02-28T10:00:37.246684Z",236,44.268,"Positive","35 сыл таһаарыылаах үлэбин уһуйаан кырачааннарыгар анаабытым.","2025-02-28T10:00:37.246762Z"
237,"1","2025-02-28T10:01:01.346386Z",237,22.846,"Neutral","Мин Нина Николаевнаны кытта араас испэктээккэ, араас сыанаҕа бииргэ ыллаабытым.","2025-02-28T10:01:01.346464Z"
238,"1","2025-02-28T10:02:17.864079Z",238,74.105,"Neutral","Кэпэрэтиипкит быйыл 10 сыллаах үбүлүөйэ.","2025-02-28T10:02:17.864164Z"
239,"1","2025-02-28T10:02:33.083362Z",239,11.815,"Neutral","Нууччалыы эттэххэ, “где логика?","2025-02-28T10:02:33.083439Z"
240,"1","2025-02-28T10:03:09.551574Z",240,34.761,"Neutral","Дьиҥэ, элбэх ырыаны айбыппын.","2025-02-28T10:03:09.551665Z"
241,"1","2025-02-28T10:03:22.867457Z",241,11.272,"Neutral","Марафоҥҥа барыта 19 727 сүүрүүк кытынна.","2025-02-28T10:03:22.867546Z"
242,"1","2025-02-28T10:03:33.949247Z",242,8.583,"Negative","Ол да буоллар син биир харчыбыт тиийбэтэ.","2025-02-28T10:03:33.949388Z"
243,"1","2025-02-28T10:03:41.352124Z",243,5.187,"Negative","Аҕабар эппиппин кыккыраччы аккаастаммыта.","2025-02-28T10:03:41.352202Z"
244,"1","2025-02-28T10:03:52.038947Z",244,9.282,"Neutral","Ол гынан баран, туга да булбатаҕым.","2025-02-28T10:03:52.039027Z"
245,"1","2025-02-28T10:04:12.318650Z",245,18.56,"Neutral","Кыралаан уһулуу – көрүллүбэт.","2025-02-28T10:04:12.318725Z"
246,"1","2025-02-28T10:04:26.792407Z",246,13.225,"Neutral","Кылгас кэмҥэ сыал туруорунан, харчыбытын (дохуоппутун, ороскуоппутун) ааҕынабыт.","2025-02-28T10:04:26.792491Z"
