text,label,domain
Ону сэргэ биллэр-көстөр биир дойдулаахтарбыт эмиэ харчынан көмөлөспүттэрэ.,positive,kyym
Куоракка олорор дьон ити маастар былаанынан тутуллар дьиэлэри олохтоохтор атыылаһыахтара дии саныыллар.,neutral,kyym
"Ол түмүгэр үгүс эрэгийиэннэргэ, Арассыыйаҕа даҕаны оскуолалар, балыыһалар сабыллан нэһилиэктэр эстибиттэрэ.",negative,kyym
"Харчы ааҕылларын, суоттанарын сөбүлүүр.",neutral,kyym
Зоя Егоровна Аржакова ыытар өрөспүүбүлүкэ иһинэн онлайн-хоһоон күрэҕэр араас таһымнаах кыайыыларым суруйарбар-айарбар санаа көтөҕөн суоллууллар.,positive,kyym
"Урут саха киһитэ алааска бэйэтин эрэ толкуйунан астанан, дьаһанан олорбут буоллаҕына, ССРС кэмигэр үөһэттэн ыйыы, көмө сопхуостарынан бэриллэн, дьон үчүгэйдик олорбуттара.",positive,kyym
"Ону ситиһии булуллубутунан алмааһы кырыылаан-наардаан, ураннаан-нарылаан, уон араас өҥүнэн күлүмнүүр бирилийээни оҥорон таһаарар кэриэтэ үгүс сыраттан, дьаныартан, үгүс үлэттэн тахсар.",neutral,kyym
"Эргэрбитин атыылаан баран, соторутааҕыта атыыласпыта.",neutral,kyym
Үһүс уол Слава Нерюнгрига программист идэтигэр үөрэнэ сылдьар.,neutral,kyym
Маны тэҥэ уу ыраастаан кутабыт.,neutral,kyym
Аҕыйах сылтан бэттэх Дьокуускайга КОИБ (комплекс обработки избирательных бюллетеней) диэн барытын бэйэтэ ааҕар-суоттуур тэриллэр баар буолбуттара.,neutral,kyym
"Ол иһин ИДьМ, Росгвардия, быыһыыр сулууспалар, уопсайынан, элбэх структура ити чааһыгар үлэлэһэ сылдьар.",neutral,kyym
"Сорох күн эмиэ имэрийэ, кууһа сатыыра.",neutral,kyym
1987 сыллаахха ырыа факультетын устудьуона Сергей Чигиревка кэргэн тахсыбыта.,neutral,kyym
"Ол иһин СТНГ, ЯТЭК гааһы оҥорууларын улаханнык кыччаттылар.",neutral,kyym
"Олорор усулуобуйабыт, олохпут-дьаһахпыт маннааҕар быдан мөлтөх бөҕө буоллаҕа.",negative,kyym
"Сорохтор бэйэлэрэ туспа суол арынан, улуустарынан, нэһилиэктэринэн, куоратынан түмсүүлэргэ тарҕанан, үлэлии, айа-тута сылдьаллар.",positive,kyym
"Холобур, урукку үтүө дьылларга “Саныаҕыҥ, доҕоттор, ааспыты” тэрээһиҥҥэ кэлбит дьон үчүгэй кэнсиэри көрөллөрүн таһынан,  кэнсиэр билиэтин саҕа сыаналаах ботуччу суумалаах бэлэҕи тутан тарҕаһаллара.",positive,kyym
Сыл бүтэһигэр “эмискэ хантан кэлэн хаалбыт тэрилтэний?,neutral,kyym
Киниэхэ 145 чилиэннээх сойуустан 81 киһи кэлбититтэн 45 чилиэн куоластаабыт.,neutral,kyym
"Аны дьон үгүстэрэ киһи ыарыйдын да биэксэр (биэлсэр) ылбыттар үһү диэн кэпсииллэр, уонна биэксэргэ кэлээччи-барааччы кэмэтэ суох.",neutral,kyym
"Дьаһалта дьиэтин  утары  Бороҕон саамай улахан уулуссатын  кэккэлэһиннэрэ  миэстэ таһааран, онно тутар буоллубут.",neutral,kyym
"Ээ, дьэ эрэ, олоҥхоҕор кимнээх оруолларын толороҕун?",neutral,kyym
"Миигин ыллата-ыллата тута синтезаторыгар ууран, наһаа үчүгэй фонограммалары оҥорон биэрбитэ.",positive,kyym
"Ким эрэ көссүү булунар, ким эрэ “айака” диэн баран, үлүбээй арахсан барара, – диир Эмиэрикэ дьахтара, – мин да ол оннугу көрө-билэ сылдьан, тапталлара диэҥҥэ ончу итэ­ҕэйбэт буолан барбытым.",negative,kyym
"Эр киһи кырасыабай, мэлдьи бэйэтин көрүнэр, кини тылын, кэпсээ­нин болҕомтолоохтук истэр, кини туһугар долгуйар, санааргыыр, аһынар-харыһыйар дьахтарга наадыйар.",positive,kyym
"Барбытым кэннэ салҕаабыттара да, кэнники сылларга мөлтүү  быһыытыйбыта.",negative,kyym
"Аллеябытын туппуппут, дьоруойдар боруонса бүүстэрин маннааҕы скульптордарга оҥорторбуппут.",positive,kyym
"Күһүн хойут, сороҕор алтынньы саҥатыгар, күп-күөҕүнэн тоҥмутун быһан ынахха битэмиин курдук биэрэбит.",neutral,kyym
"Заболоцкай-Чысхаан «Мааппа» диэн номоххо олоҕурбут сэһэнин, эбэтэр урут уһуллубут кылгас киинэ салгыыта да диэн ылымматым.",negative,kyym
"Мэниктиир, баппат, уруогу ыһар, оҕолору тыытар, улахан дьон тылын истибэт буолууну оҕо бэйэтин баҕатынан дии саныыллар.",negative,kyym
"Хайа да сири-дойдуну, түбэни аатын ааттатар, суон сурахтыыр үлэһит дьон баар буолаллар.",positive,kyym
"Оттон билигин ылан көрүөххэ: киинэ тыйаатырдара тобус-толорулар, өссө сахалыы киинэ арҕаа киинэлэртэн хаалсыбат хомууру оҥорор!",positive,kyym
"3,5–4 км холлоҕос бүтэйинэн эргиттэххэ, ол иһигэр баар эбэ (күөл) 18 гаа иэнин көҕүрэттэххэ, 75–18=57 гаа туһанар сир тахсар.",neutral,kyym
"СонуннарУопсастыбаТоҕус “баба-яганы” суулларбыт хорсун саха уола Сонньуйан эттэххэ, быйыл куораппыт киинигэр саҥа маастар-былаанынан ууруллубут билииккэлэри көрдөххө, үчүгэйдэрэ бэрт.",positive,kyym
Кэнники оҕолору барыларын эдьиийдэрэ Вера үөрэппитэ.,neutral,kyym
"Кэлин биһиги ыал төһө даҕаны Дьокуускайга көһөн кэллэрбит, мин манна оскуоланы бүтэрдэрбин, төрөөбүт бөһүөлэгим, сирим-дойдум курдаттыы тардар курдуга.",positive,kyym
Ити тухары төһөлөөх элбэх быһаҕы көрбүтэ буолуой?,neutral,kyym
"Экэниэмикэ, инфраструктура сайдар, инбэстииссийэ, имидж өттүнэн кэрэхсэбилэ улаатар.",positive,kyym
Төрүт даҕаны ол бу “сибэтии” дии-дии ханнык эмэ дьону албыннааччы аҕабыыт аймаҕы суруйаллара ол сымыйа буолуохтаах.,negative,kyym
Бырамыысыланнас киэнэ өссө үрдүк буолуохтаах.,neutral,kyym
"Бу курдук үрдүк таһымнаах, элбэх киһи интэриэһин таарыйар бырайыактар биир-икки эрэ киһи толкуйдаабытынан, ыра-баҕа санаатынан олоххо киирэр буолбатахтар.",neutral,kyym
"Ол иһин арҕаа дойдулар ити кэмҥэ араас «бырабыыталыстыбаннайа суох» тэрилтэлэр, пуондалар нөҥүө күүстээх үлэни ыыппыттара.",neutral,kyym
"Аргыый аҕай эбэм хоһун диэки көрбүппэр, били, туох эрэ маҥан эмиэ хамсыыр.",neutral,kyym
"Эбэн эттэххэ, аны сотору кэминэн уулусса иккис аҥаара ити курдук тупсарыллыахтаах.",positive,kyym
Кыһалҕа кыһыл кымньыылаах дииллэрэ чахчы.,neutral,kyym
"Ол эрэн ким эрэ аҥардастыы таптыыр, таптатар, ким эрэ туһанар, ким эрэ сорук-боллур буолар, ким эрэ олуйсан, онно сөрүөстэн олорор.",negative,kyym
"Уопсайынан, ахсаанын хонтуруоллуохха наада дэһэллэр.",neutral,kyym
"Билигин Данилова Зоя Никандровна-Кэкэрдэ салайааччылаах элбэх тэрээһиннэргэ, кинигэ биһирэмнэригэр кыттан, үлэбит тэтиминэн баран иһэр.",positive,kyym
"СонуннарОлох-дьаһахАЛРОСА көмөтүнэн Ленскэй киин уулуссата уларыйда – Эн сиргэммэккин, баалыы да санаабаккын дуо?",negative,kyym
Аҕата Николай Петрович Новиков-Халаа Ньукулай ийэбинэн аймахпыт.,neutral,kyym
"Мин саныахпар, улуу дьон биһиги кыайбат кыһал­ҕабытын быһаараллара.",positive,kyym
"Мантан антах элбэх кыбартыыралаах дьиэлэргэ баар уопсастыбаннай аһылык туочукаларыгар итирдэр утах атыыланар бириэмэтин, ону таһынан эрэстэрээннэргэ, бардарга, кафеларга, буфеттарга пиибэ, сидр уонна атын итирдэр утах атыыланар ирдэбилин эрэгийиэн бэйэтэ олохтуур-хааччахтыыр кыахтанар.",neutral,kyym
Кутанаҕа кутурҕан күнэ биллэриллибитэ.,negative,kyym
Түргэн үлүгэрдик сурунаал тула айар-тутар дьон муста охсубута.,positive,kyym
Кини буруйданааччыга  2 250 000 солкуобайы төлөөбүт.,neutral,kyym
"Быйыл мас тардыһыытыгар эр дьон, дьахталлар уонна бэрээтээннэр Дьобуруопатааҕы чөмпүйэнээттэрэ, ону тэҥэ 18-гар диэри саастаах ыччат дьон биирдиилээн бастыыр иһин күрэхтэрэ ахсынньы 12 – 16 күннэригэр Грузия Цхалтубо куоратыгар ыытыллыахтааҕа.",neutral,kyym
Ол гынан баран ол пуун бөһүөлэккэ сүүстэн тахса бэйдиэ сылдьар ыт кыһалҕатын бүтэһиктээхтик быһаарыа дуо?,neutral,kyym
"7 (914) 820-09-75 – Быйыл мин “КиноМАНиЯ” үөрэх тиһигэр кыттыбытым, онно бастыҥ туруорааччы-худуоһунньук буолбутум.",positive,kyym
"Холобур, Степан Контоев уолаттарын: Сашаны, Германы биэс саастарыттан оскуоланы бүтэриэхтэригэр диэри бэйэтэ эрчийбитэ.",neutral,kyym
"Дьоммут-сэргэбит араас граннары, субсидиялары туһаналларыгар дьаһалта кэмигэр өйөбүлэ, көмөтө улахан суолталаах.",positive,kyym
"Дьэ, доҕоор, өйдөөн көрбүтэ кинилэри кып-кыһыл харахтаах ньирэй одуулаан турар эбит.",neutral,kyym
"Бэл, икки хас сыллааҕыттан үүт соҕотуопкатын туһунан сыыппара тахсыбат буолла.",neutral,kyym
"Кистии-саба көрдөр даҕаны онтуката биллэн хаалан, кыбыстар аатыгар барар.",negative,kyym
"Эрдэрэ тус интэриэстэрин, иэйиилэрин инники күөҥҥэ туппаттара балай эмэ эридьиэстэннэ.",negative,kyym
"Кэнсиэр барыта биир күдьүс ырыанан-тойугунан эрэ “күрдьэн” барбакка, быыһыгар үҥкүүлээх-битиилээх ааста.",neutral,kyym
"Дьонум массыынаҕа киирэн баран, тута салаһан, убахтаһан, сыллаһан-уураһан бардылар.",neutral,kyym
Сүрүн аһылыга – соҕоон.,neutral,kyym
"Билигин чопчу быһаарыстахпытына, кэлэр сылларга ньыматын уларытыахха да сөп.",neutral,kyym
"Бастыҥ монтажер – Жегусов Айтал, “Spectrum Light” хамаанда (кейсэ – “Peek-a-boo” буокса кулууба); Дьэ, хотулар олохпут уонна өрөспүүбүлүкэ киин улуустарын тэтимин икки арда маннык улахан араастаах.",neutral,kyym
"Александр ПАВЛОВ: “20-тэн тахса сыл үлэлиирим тухары үлэһиттэргэ диэн ааттаан, 60-тан тахса дьиэни туттардыбыт.",positive,kyym
"Оҕолорбут бары араас майгылаахтар, интэриэстээхтэр, дьарыктаахтар.",neutral,kyym
"Эбэлээх, эһэм оттууллара-мастыыллара, хаһаайыстыбаларын бэрийэллэрэ.",neutral,kyym
Ити курдук дойду ахсаана күн-түүн элбии турар.,neutral,kyym
"Реворий Чемчоев-Чөмчөө Уус оҥорбут хомуһа куосумаска тахсыбытын истэн, хайдах онно “тиийэн хаалбытын” токкоолостулар, дьиктиргээтилэр даҕаны.",neutral,kyym
"Тулалыыр дьонун, атын оҕолору кытта тэҥҥэ үүнэр-сайдар, үөрэҕи ылар кыахтанар.",positive,kyym
Ол туһунан бүгүн чинчийэн үлэлии сылдьар педагог-психолог Туйаара ЛЕПЧИКОВАны кытта сэһэргэһэбит.,neutral,kyym
"СонуннарБэлиитикэАлександр Жирков Башкортостаҥҥа, Госдумаҕа уонна Ямал-Ненец уокуругар сырыыта – Ол иһин саҥа дьону сыымайдаан көрсөбүн.",neutral,kyym
Тимофей Тимофеевич уһулуччулаах сырдык санаалаах үтүө киһи.,positive,kyym
"Тутуу матырыйаалын булуу-талыы күнтэн күн ыарыыр, тиэхиньикэ кыайан саҥардыллыбат.",negative,kyym
"Көмүс ытарҕатын эйэҥэлэтэн, суумкатыттан көмүс бөҕөхтөөх швейцарскай чаһытын иилинэр.",neutral,kyym
"Биир мас сыаната кээмэйиттэн, боруодатыттан уонна төһө ыраах сиргэ кэрдэллэриттэн тутулуктаах.",neutral,kyym
"Үүтүм сыатын балыйбата буоллар, син да буолуо этэ.",negative,kyym
Эргэ дьиэлэри суулларан баран тутарга харчы эмиэ суох.,negative,kyym
Бу сыллар тухары биһиги улууспутугар “Үтүө дьыала” хамсааһыныгар күүскэ үлэлэһэн кэлбиппит.,positive,kyym
"Ол курдук, геологтар түстэнэн олорор, үлэлиир сирдэригэр, тулалыыр экология эйгэтин айгыратыан сөп диэн, дьөрү ыты да көҥүл көччүппэттэр.",neutral,kyym
"Этиһэр буолан, көмүскэнээри үүт анаалыстыыр “Клевер” ылынныбыт.",neutral,kyym
"11” хамаанда: Ярослав Иванов, Горнай улууһун Бэрдьигэстээҕин гимназията, Виктория Корякина Дьокуускай 31-с №-дээх оскуолата, Виолетта Ефремова, РЛИ, Кира Вензель, Дьокуускай 23-с №-дээх оскуолата (кейсэ – “COLD50” креатив ааҕыныстыбата).",neutral,kyym
"Үүнэри-сайдары өйүүллэр Ынах сүөһүбүт – 1067, ол иһиттэн 392 ыанар  ынах быйыл кыстыкка этэҥҥэ киирдилэр.",neutral,kyym
Саввин төлөпүөнүн мастарыскыайга илдьибитигэр “өрөмүөн 26 тыһ.,neutral,kyym
л ыахтаахпыт” диирин кытта мөккүспүтүм уонна мөхпүтүм.,negative,kyym
"Дьиҥинэн, кэтэх дьон саха сүөһүтүн ииттиэхтээхтэр.",neutral,kyym
"Дорогая, дьон дьиҥ олоҕунан олороллор, кинигэнэн буолбатах.",neutral,kyym
"Билигин биһиэхэ “Көмүөл” кинигэ кыһатыгар Герта Рудых, Ирина Захарова, Наталья Саввинова, Степан Спиридонов кинигэ таҥаллар, оттон Варвара Петровна Саввинова, Альбина Гусимовна Аммосова эрэдээктэрдииллэр.",neutral,kyym
Биһиэхэ сылга 21%-ҥа тиийэ дохуоттаах уурунуу табыгастаах усулуобуйатын талыаххытын сөп.,neutral,kyym
"2 дьиэ 8х10, биир дьиэ 9х12-лээх, ону 2 кыбартыыралаах гына оҥордубут.",neutral,kyym
"Аара маҕаһыыҥҥа сылдьан, Бииктэрин сөбүлүүр аһын бэлэмнии охсон, үөрдээри түбүгүрэрэ.",positive,kyym
Кыайыы 60 сылыгар тутан бүтэрбиппит.,neutral,kyym
Оттон дьахтар уонна эр киһи сыһыана онуоха биир “ингредиент” эрэ.,neutral,kyym
"Ол сыттахпына, убайым киирэн кэлбитэ.",neutral,kyym
"Этэҥҥэ эргиллэн кэлэрин күүтэбит,"" – диэн салгыы сэһэргиир ""Айар Кут"" регионнааҕы поэттарын уонна прозаиктарын сойууһун чилиэнэ, Үөһээ Бүлүү ""Чэчир"" хоһоонньуттарын чилиэнэ Тумусова Прасковья Алексеевна-Туску.",neutral,kyym
Дьахтар доруобуйатыгар кыра туох эмэ баар буолла да (оҕоҥ ыйааһына улахан эбэтэр кыра “отёктаах” буоллаххына) куоракка  Перинатальнай кииҥҥэ ыытан иһэллэр.,neutral,kyym
Инникитин кыах баарынан өссө тэнийиэххэ сөп.,positive,kyym
"Биллэн турар, муниципалитет салайааччыта дьонун иннигэр эппиэтинэһи сүгүөхтээх.",neutral,kyym
"Ол курдук, Омскай уобалаһыттан 50 туонна “Розара” хортуоппуй бастыҥ суордун, ону сэргэ Татарстан Казань куоратыттан эмиэ 50 туонна “Розара“ суорду аҕалбыппыт.",neutral,kyym
Уһук Хоту уонна онно тэҥнэммит территориялары тыын суолталаах табаарынан хааччыйарга туһуламмыт “Хотугу таһаҕаһы тиэйии туһунан” тирэх сокуон күүһүгэр киирэр.,neutral,kyym
Манна төлөпүөнүнэн мэдиссиинэ үлэһиттэрэ нэһилиэнньэни ыҥыраллар.,neutral,kyym
"Дэриэбинэҕэ сөбүлэһэр киһи көстүбэккэ, 2003 с. Уһун Күөлгэ бастакы үүт переработкатын кэпэрэтиибин биэс сыл салайбыта.",neutral,kyym
"Атын аттарынан кыттыбыт буоламмын, сүрдээҕин ыарырҕаттым.",negative,kyym
"Оҕо улааппытын эрэ кэннэ маннык “ыарыылааҕын” билбит эбэтэр сэрэйбит буоллаххытына, кими да буруйдаабакка, күүһү оҕону ылыныыга, өйүүргэ ыытыахтааххыт.",positive,kyym
"Оттон дьоҥҥо табыгастаах эрэ, суох эрэ – ол кими да долгуппат.",negative,kyym
"Тоҕус “баба-яганы” суулларбыт хорсун саха уола Итини таһынан, геолог графическай матырыйааллары сыыппараҕа көһөрөр уонна сир аннынааҕы выработкалар геологическай докумуоннарын оҥорор үлэни эмиэ сүрүннүүр, геология усулуобуйатын дириҥник өйдүүргэ скважиналары ойуулуур (описание).",neutral,kyym
Кини идэтинэн  художник - мастер.,neutral,kyym
Ону Екатерина Корякина чаҕылхайдык толорбута.,positive,kyym
"Куонкурус кыайыылаахтарын быһаарар, бырайыактары билиһиннэрэр түмүк тэрээһин ахсынньы 8 күнүгэр буолла.",neutral,kyym
Оттон  массыына-көмпүүтэрдэр бэйэлэригэр үлэлии олороллор.,neutral,kyym
"Оччоҕо манна, Халымаҕа, олоро сатыырга кыах бэриллэн, дьон эниэргийэтэ сүтүө суох этэ буолбатах дуо?",neutral,kyym
Үс улахан историческай суолталаах.,neutral,kyym
"Кини өлүөҕүттэн, арааһа, бары даҕаны “һуу” диэтэхпит буолуо.",negative,kyym
"Дьоммун кытары ол туһунан кэпсэтэ сатаатахпына, “сичи, эбэҥ кырдьыбыт, ол иһин ардыгар инник буолар” эрэ дииллэрэ.",neutral,kyym
Нина миигиттэн биир сыл аҕа этэ.,neutral,kyym
"Мин доҕордуу сыһыаннаах, эйэлээх кэлэктиипкэ киирэммин, табыллан сылдьабын.",positive,kyym
"Маныырга ханан, хайдах киирэн олорон “баба-яганы” табыахха сөбүн былаанныыбыт.",neutral,kyym
тан тайҕаҕа көһөн олоробут.,neutral,kyym
"Уулусса уота тыгар кэмигэр, сиэркилэнэн көрбүтүм, кыыс ньылбы сыгынньахтаммыт этэ.",neutral,kyym
"Оттон даача, саад, оҕуруот сиригэр баар дьиэни уонна атын кыра тутуулары отторго сылын аайы 15 кууп маһы кэрдиэххэ сөп.",neutral,kyym
Хайдах эрэ эрдэттэн дойдубар баран үлэлиэхпин баҕара саныыр этим.,neutral,kyym
"Бэйэм өйбүнэн, толкуйбунан, бу илиибинэн харчы оҥостуохпун баҕарабын.",positive,kyym
"Биллэн турар, оччотооҕу ыалга үлэҕэ-хамнаска көмөлөһөөччүлэрэ оҕолоро буолаллара.",neutral,kyym
"Төрүөтэ, кыыс кыратыттан ыарыһах, мөлтөх этэ.",negative,kyym
Ол эрээри “бу Саха сирин ийэлэрин барыларын манна аҕалан төрөтөр хайдаҕа буолла?,neutral,kyym
Быйыл Кузбаска икки быһылаан бэлиэтэммит: дьиэтээҕи ыттар алталаах уонна түөртээх кыргыттары өлөрбүттэр.,negative,kyym
"Бииктэр биһигини “кэлин дьиэҕитигэр тиийдэххитинэ, миэхэ кэлэн ыалдьыттаарыҥ” диэн ыҥырбыта.",neutral,kyym
"Билигин, ханна да буоларын курдук, Ленскэй ыччаттара чөл олоҕу өрө туталлар, физкультуранан, успуордунан утумнаахтык дьарыктаналлар.",positive,kyym
"Саҥа сүүрээн, сонун хайысха!",positive,kyym
"Чысхаан айымньытыгар Мааппа уонна Ылдьаа көҥүл тыыннаах истиҥ тапталга куустаран биэс уон сылга тэҥнээх биэс дьоллоох күнү атаарбыт буоллахтарына, М.",positive,kyym
"Дьиктитэ диэн, боросто­туукканы ордук ойохтоох дьон сакаастыыр.",neutral,kyym
Ол эрээри хамнаска буолбатах.,neutral,kyym
Билиҥҥи саҥа былаас дьоно үөһэттэн аллара сүрүннэнэн үлэлиир саҥардыллыбыт судаарыстыба сокуонугар олоҕурар.,neutral,kyym
"Ол да буоллар, Егор олоҕун-үлэтин суола кинини Мииринэйгэ мээнэҕэ аҕалбатаҕар эрэнэр.",positive,kyym
"Кини ырыатын сиэннэрэ, хос сиэннэрэ ыллыахтара турдаҕа.",positive,kyym
"Бөртө” сылгы собуота” ХЭТ өрөспүүбүлүкэ  биир бөдөҥ, уһун кэм устата таһаарыылаахтык үлэлии олорор тэрилтэтинэн буолар.",positive,kyym
Диспансер үлэтин-хамнаһын билистэ Саргылаана БАГЫНАНОВА.,neutral,kyym
"Нина Чигирева аатын алмааска иҥэрии – бу аҥаардас билинии, ытыктабыл эрэ буолбатах, бу – эдэр артыыстары саҥаттан-саҥа ситиһиигэ көҕүлүүр суол.",positive,kyym
"Тэрилтэ салалтата үлэһиттэр хампаанньа олоҕор-дьаһаҕар көхтөөхтүк кыттыылара кинилэр хампаанньаҕа үтүө, сиэрдээх сыһыаннаах буолууларыгар дьайарын толору өйдүүр.",positive,kyym
Нэһилиэктэр бэйэлэрэ эмиэ биһиэхэ быһаччы тахсаллар этэ.,neutral,kyym
Ньургун Боотур” олоҥхо-операҕа сүрүн дьоруой – Айыы бухатыыра – Ньургун Боотур Аллараа дойду күүстэрин кытта туруулаһыыта сэһэргэнэр.,neutral,kyym
"Биллэн турар, учуонайдар-устуоруктар, бар дьон даҕаны этэринэн, боростотуукка – саамай былыргы идэ.",neutral,kyym
"Ол түмүгэр бэйэни салайыы уорганнара боломуочуйалаахтар, оттон ону толорор үптэрэ суох.",negative,kyym
"Чуолаан “Земский доктор”, “Земский учитель”, “Муравьев-Амурский 2030” судаарыстыба бырагыраамалара олоххо киирилэрин көрүөҕэ.",neutral,kyym
Олус үчүгэй эбии ас.,positive,kyym
Нэһилиэктэригэр кулууп тутулларыгар олохтоохтор бэйэлэрэ интэриэстээх буоллахтара.,positive,kyym
"Сирбитин кэрийэн, туох баарын-суоҕун көрөн-истэн баран, астынан, дьиэбит диэки эргилиннибит.",positive,kyym
"Сир баайын хостуур тосхоллору элбэх сыллаах уопуппутугар тирэҕирэн, хотугу айылҕа уратытын билэр дьон быһыытынан, бэйэбит оҥоробут.",positive,kyym
"Тыа сиригэр мээнэ сылдьыбат уонна сылдьыбатаҕым ырааппыт буолан, туох эрэ үчүгэйи, үтүөнү, сэргэх сэһэни истээри испэр долгуйабын.",positive,kyym
"Только для пайщиков СКПК ""Ссудо-Сберегательный Союз"".",neutral,kyym
Онон дьүөгэбин кытта дьиэ куортамнаан олоробут.,neutral,kyym
"Олоҥхом ситиһиилэрин этэр буоллахха, аан маҥнай Уус Алдан Бороҕонугар С.",neutral,kyym
Бу идэҕэ үлэһиттэрбит кэлэ-бара тураллар.,neutral,kyym
"Олоҥхо тыллара уустук соҕус этилэр буолан баран, түргэнник өйдөөбүтүм.",neutral,kyym
"Мин 4 км бүтэйинэн эргитиллэр мэччирэҥ буолуохтаах сирим ортотугар күөл баар, урут кус ытар эбэбит этэ.",neutral,kyym
"Ол иһин күнүс ыскылааппар үлэлии-үлэлии, барытын билиэх-көрүөх баҕам батарбакка, киэһээҥҥи өттүгэр күн аайы хайа маастарын кытта учаастагы кэрийсэрим, оҥорон таһаарыыны үөрэтэрим.",positive,kyym
Үбүлээһинэ - 130 мөл.,neutral,kyym
"Ити курдук айар куттаах дьон, түмсэн дуоһуйа кэпсэтэн, санаа үллэстэн, инники былааннары торумнаан, күүс-уох, сэниэ бөҕө эбинэн, бары астынан-дуоһуйан тарҕастыбыт.",positive,kyym
Арай тас дойду сорох технологияларын уонна тэриллэрин туттартан аккаастанарга тиийбиттэр.,negative,kyym
"Хомойуох иһин, учууталлар маннык ньыманы билбэттэр.",negative,kyym
"Талаҕы, дулҕа төбөтүн сииллэр.",neutral,kyym
Сааспар ким да наадыйбатаҕа.,neutral,kyym
2005 сыллаахха Петр Семенович Ефремов дьаһалынан “Бөртө” сылгы собуота” ХЭТ диэн буолбуппут.,neutral,kyym
Маннык кэпэрээссийэ баан суох сиригэр үлэлиэхтээх.,neutral,kyym
Мин өйбүттэн тахсан хаалбытым.,negative,kyym
Бу күҥҥэ Өксөкүлээх Өлөксөй аатынан норуоттар доҕордоһууларын дьиэтигэр Александр Жирков олоҥхо уонна ыһыах быстыспат ситимнээхтэрин бэлиэтээн эттэ.,neutral,kyym
Оннооҕор мин биир ый Дьокуускайга баран кэлэрбэр 50 тыһ.,neutral,kyym
"Саҥа инбэнтээринэн, тэрилинэн хааччыйабыт, саҥа, сонун сиэксийэлэри уонна хайысхалары киллэрэбит.",positive,kyym
Мин ону утара сатыыр этим.,negative,kyym
Саамай сүрүн туруорсуубут – биһиги субъект элбэх боломуочуйаны бэйэтигэр ылан сүрүн боппуруостары бэйэтэ быһаарарын курдук бырааптанарын туруорсабыт.,positive,kyym
"Ол эрээри дакаастыыр кыаҕыҥ суох, сабаҕалаан этэҕин.",negative,kyym
Чэпчэтиини туһанар дьон тустаах докумуоннарын көрдөрүөхтээхтэр.,neutral,kyym
ТХМ-тан өссө  урут “160 тыһ.,neutral,kyym
"Аҕыйах хонуктааҕыта Дьокуускайга олорор 33 саастаах урбаанньыт кыыс криптовалюта “атыылаһабын” дии санаан, баантан кирэдьиит ылан, 16 709 000 солкуобайын түөкүттэргэ ыытта.",negative,kyym
Хамаандаҕа өрөспүүбүлүкэ бары кэриэтэ улууһун оҕолоро киирбиттэр.,neutral,kyym
"буолуохтаах да сабаас, оччоҕо эрэ тыа сиригэр дьон сүөһү ииттиэ” дииллэр.",neutral,kyym
Маныаха дьон ыйытыкка хоруйуттан түөрт көрүҥ мадьыал баара көстөр.,neutral,kyym
"Өскөтүн өссө биир күннээхтэрэ буоллар, үлэ түмүгэ олох таһыччы буолуо эбитэ үһү.",neutral,kyym
"Хата, дьон-сэргэ ыҥырыыны сөпкө ылынан, тутууну бэйэлэрин илиилэригэр ылбыттара, күргүөмүнэн үлэлээбитэрэ, харчы хомуйбуттара.",positive,kyym
"Оттон билигин бастакы оҕо хапытаала 630,4 тыс.",neutral,kyym
"Оҕо эрдэхпиттэн мэлдьи Хампаҕа эһэлээх эбэбэр сайылыырым, кинилэр миигин үлэни таптыырга, сүрэхтээх буоларга үөрэппиттэрэ.",positive,kyym
"Оттон кини илиитэ-атаҕа бааллыбыт буоллаҕына, пууну тутар харчыта, ыттары тутар үбэ суох буоллаҕына, аҥаардас бэйэтэ эрэ эппиэттиирэ төһө сөбүй?",negative,kyym
"Оттон онно ханнык идэҕэ үөрэнэн, хайдах үлэҕэ киириэххин сөбүн туһунан элбэхтик кэпсээбэттэрэ.",negative,kyym
Мин үөрэҕи бүтэрэр сылбар өлбүтэ.,neutral,kyym
"СӨ баай-дуол, сир сыһыаннаһыыларын  миниистирин бастакы солбуйааччытынан  үлэлии олорон баайы-дуолу олохтоох бэйэни салайыныыга бэриллиитин үлэтин сүрүннэспитэ.",neutral,kyym
"Волейболист кыргыттар, художественнай гимнастикаҕа, путбуолга кыттааччыларбыт олус үчүгэйдик киирсэн тураллар.",positive,kyym
Кинилэр иэс ылааччыны ымпыгар-чымпыгар тиийэ үөрэтэллэр.,neutral,kyym
"Стерх” бэстибээл гала-кэнсиэригэр дьон-сэргэ хас биирдии хамсаныыны, сюжет хас биирдии хаамыытын олус истиҥник, үөрэ-көтө ылыммыта.",positive,kyym
Накыыннааҕы сир баайдаах сиргэ массыынаны өрөмүөннүүр силиэсэр үлэтэ – сир баайын хостуур тиэхиньикэ-массыына тохтоло суох үлэтин хааччыйарга кырата суох суолталаах тутаах идэ.,positive,kyym
Кини “Үрүччэ” ансаамбылы тэрийэн оҕолорго саха тылын сүмэтин иҥэрэн төрүт культурабыт сайдарыгар биир дьоһун кылаатын киллэрсибитэ.,positive,kyym
Биһиги хас биирдиилэригэр эрэнэбит”.,positive,kyym
