text,label,domain
Кини “Үрүччэ” ансаамбылы тэрийэн оҕолорго саха тылын сүмэтин иҥэрэн төрүт культурабыт сайдарыгар биир дьоһун кылаатын киллэрсибитэ.,positive,kyym
"Билигин дьон-сэргэ үбүн-харчытын сүрдээҕин суоттанар, онон бырагырааманы ымпыктаан-чымпыктаан талаллар.",positive,kyym
Иккис эһэм Ыстапаан 1930 с. кулаактанан сыылкаҕа бараахтаабыт.,negative,kyym
Кэпэрэтиипкит быйыл 10 сыллаах үбүлүөйэ.,neutral,kyym
"Арассыыйа күүһүн мунньан, ити чаастары Курскайга үлтүрүттэҕинэ, Украина утарылаһар күүһэ бүтэр” дииллэр.",neutral,kyym
Маны тэҥэ уу ыраастаан кутабыт.,neutral,kyym
Оннук үйэҕэ дьахтар уонна эр киһи сы­һыан­на­һыылара добуочча атын көрүҥнэнэр.,neutral,kyym
Ити курдук дойду ахсаана күн-түүн элбии турар.,neutral,kyym
"2009 с. тахсыбыт ФЗ 261-с №-дээх Федеральнай сокуоҥҥа олоҕуран, туһаныллар энэргиэтикэ ресурсаларын ороскуотун анал тэриллэри туһанан учуоттуур, ааҕар-суоттуур булгуччу ирдэнэр.",neutral,kyym
"Кини аахта “Таҥара баар дуу, суох дуу?",neutral,kyym
Онно бэрт аҕыйах киһи киирэр көҥүллээх.,neutral,kyym
Миленаҕа биир үчүгэй хаачыстыбатын бэлиэтиибин – наһаа үлэһит.,positive,kyym
"Суоппар кэлэн баран, массыынаттан тахсыбакка төлөпүөнү сиргэ быраҕар.",negative,kyym
"Саҥа сүүрээн, сонун хайысха!",positive,kyym
"ЯТЭК ахтыллыбытынан, “тэрилтэ гаас үрдүгэр олорон, массыына уматыгынан куораты хааччыйбат буоллаҕына, Кыһыл Сыырга туох эрэ улахан саахал буолбутун кистииллэр дуу?",negative,kyym
Онтубут тэҥ тэҥинэн тахсыахтаах.,neutral,kyym
"Оттон кини илиитэ-атаҕа бааллыбыт буоллаҕына, пууну тутар харчыта, ыттары тутар үбэ суох буоллаҕына, аҥаардас бэйэтэ эрэ эппиэттиирэ төһө сөбүй?",negative,kyym
"Тэрилтэ салалтата үлэһиттэр хампаанньа олоҕор-дьаһаҕар көхтөөхтүк кыттыылара кинилэр хампаанньаҕа үтүө, сиэрдээх сыһыаннаах буолууларыгар дьайарын толору өйдүүр.",positive,kyym
Чэпчэтиини туһанар дьон тустаах докумуоннарын көрдөрүөхтээхтэр.,neutral,kyym
Айылҕа тыыннааҕа хайа баҕарар омукка – дьоло.,positive,kyym
"Алексей Евстратов кэпсээбитинэн, ХБК-ларга, батарар комплекска уонна да хампаанньа бары хааччыйар салаа тэрилтэлэригэр анаан, исписэлиистэри сыллата бэлэмнииллэр.",neutral,kyym
"Арай кэлэр-барар сирэ суох хааллаххытына, ханна кэлэргитин билэҕит”, – диэн судургутук хоруйдуура.",neutral,kyym
"Ол түмүгэр, обургу оҕолор оонньуур, успуордунан дьарыктанар былаһааккалара тутуллубута.",neutral,kyym
Эбэтэр тапталлара сойо охсубута дуу?,negative,kyym
Айаҥҥа ийэбит атааран айгыстыбат идэлээҕэ.,neutral,kyym
Эмиэ биир сиргэ эргийбитинэн-кулахачыйбытынан бардылар.,neutral,kyym
"Сирбитин кэрийэн, туох баарын-суоҕун көрөн-истэн баран, астынан, дьиэбит диэки эргилиннибит.",positive,kyym
"Оҕо сырыттахпына кини уоппускатыгар дьиэтигэр кэллэҕинэ, үлэтин туһунан биһиэхэ мэлдьи кэпсиирэ.",neutral,kyym
"Тоҕо биирдэ даҕаны почтанан сакаастаан, кэпсэппэккиний?",neutral,kyym
Сыл бүтэһигэр “эмискэ хантан кэлэн хаалбыт тэрилтэний?,neutral,kyym
Сопхуос дириэктэрдэриттэн «ким да сопхуоһу хаалларыаҕыҥ” диэн эппэтэ.,negative,kyym
"Нина Чигирева аатын алмааска иҥэрии – бу аҥаардас билинии, ытыктабыл эрэ буолбатах, бу – эдэр артыыстары саҥаттан-саҥа ситиһиигэ көҕүлүүр суол.",positive,kyym
"Саамай ытыктыыр, күөн туттар киһибит – Полина Победа буолар.",positive,kyym
"Волейболист кыргыттар, художественнай гимнастикаҕа, путбуолга кыттааччыларбыт олус үчүгэйдик киирсэн тураллар.",positive,kyym
Таҥара киһини оҥорботоҕо – киһи таҥараны оҥорбута.,neutral,kyym
"Оччоҕо манна, Халымаҕа, олоро сатыырга кыах бэриллэн, дьон эниэргийэтэ сүтүө суох этэ буолбатах дуо?",neutral,kyym
"Кини ырыатын сиэннэрэ, хос сиэннэрэ ыллыахтара турдаҕа.",positive,kyym
"Оҥорон таһаарыы бары хаамыыта чопчу тэрээһиннээх, оттон үлэһит ис иһиттэн бэрээдэктээх, сүрэхтээх буолуохтаах.",positive,kyym
"СӨ мас сыаната 2020 сылтан – хамсыгынан, онтон анал байыаннай дьайыынан сибээстээн, үрдүү илик.",negative,kyym
"Биир саба тутуунан кинилэри барыларын саптаххына эрэ биткоин “сууллан” түһэр, сабыллар кыахтаах.",neutral,kyym
"Ол түмүгэр бэйэни салайыы уорганнара боломуочуйалаахтар, оттон ону толорор үптэрэ суох.",negative,kyym
Бу идэлэргэ үөрэтэр үһүс симиэнэ кыттыылаахтара аан бастаан холоммуттара.,neutral,kyym
Билиҥҥи саҥа былаас дьоно үөһэттэн аллара сүрүннэнэн үлэлиир саҥардыллыбыт судаарыстыба сокуонугар олоҕурар.,neutral,kyym
"Талаҕы, дулҕа төбөтүн сииллэр.",neutral,kyym
"Реворий Чемчоев-Чөмчөө Уус оҥорбут хомуһа куосумаска тахсыбытын истэн, хайдах онно “тиийэн хаалбытын” токкоолостулар, дьиктиргээтилэр даҕаны.",neutral,kyym
Арай тас дойду сорох технологияларын уонна тэриллэрин туттартан аккаастанарга тиийбиттэр.,negative,kyym
Оттон үөр ыт сүрдээх кутталлаах.,negative,kyym
"Хата, дьон-сэргэ ыҥырыыны сөпкө ылынан, тутууну бэйэлэрин илиилэригэр ылбыттара, күргүөмүнэн үлэлээбитэрэ, харчы хомуйбуттара.",positive,kyym
а сыаната үрдүү турара тохтообот.,negative,kyym
"Роман Михайлович Коркин, Преображенскай, Барба курдук улуу тириэньэрдэргэ хатарыллан тахсан баран, маҥнайгы тириэньэрин инники күөҥҥэ тута сылдьыбыта.",positive,kyym
"Мэҥэ Хаҥалас Балыктааҕар оскуола дириэктэрэ Ирина Васильевна Черкашина көҕүлээһининэн, оскуола кэлэктиибэ бэйэтин күүһүнэн оскуолатын өрөмүөннээбитэ, интэринээтигэр үлэ бөҕөнү ыыппыта.",neutral,kyym
Ким да билбэтэх саҥа административнай эдьинииссэни киллэрии дьон санаатын соруйан булкуйууга майгынныыр.,negative,kyym
"Оҕолорбут бары араас майгылаахтар, интэриэстээхтэр, дьарыктаахтар.",neutral,kyym
"Оттон билигин ылан көрүөххэ: киинэ тыйаатырдара тобус-толорулар, өссө сахалыы киинэ арҕаа киинэлэртэн хаалсыбат хомууру оҥорор!",positive,kyym
"Онно үлэһиттэрбит булугас, сытыы өйдөрө, үлэ хаамыытын тупсарарга дьулуурдара тирэх буолла.",positive,kyym
Саха тыа сиригэр үөскээбитэ.,neutral,kyym
"Дьонум массыынаҕа киирэн баран, тута салаһан, убахтаһан, сыллаһан-уураһан бардылар.",neutral,kyym
Сууммата: 30 000–2 000 000 солк.,neutral,kyym
Уһук Хоту уонна онно тэҥнэммит территориялары тыын суолталаах табаарынан хааччыйарга туһуламмыт “Хотугу таһаҕаһы тиэйии туһунан” тирэх сокуон күүһүгэр киирэр.,neutral,kyym
Оннооҕор мин биир ый Дьокуускайга баран кэлэрбэр 50 тыһ.,neutral,kyym
"Бүгүн биһиги криптовалютанан 2018 с. анаан дьарыктанар эспиэр, дьону-сэргэни үөрэтэр уонна сырдатар Антон Ивановтуун кэпсэтэбит.",neutral,kyym
Дохуота элбэх буоларыгар хас биирдии киһи дьулуһуохтаах.,positive,kyym
Билигин “Үрүччэ” ансаамбыл куорат 3 №-дээх орто оскуолатыгар хореограф Туяра Петровна Колесова салалтатынан салгыы үлэлиир.,neutral,kyym
"Мин саныахпар, улуу дьон биһиги кыайбат кыһал­ҕабытын быһаараллара.",positive,kyym
"АЛРОСА хампаанньа үбүн суотугар Дьокуускайга баар успуорт эбийиэктэрэ уонна куорат туоналара тупсарыллаллар, Оонньуулар иһитиннэрэр-тэхиниичэскэй өттүнэн хааччыллаллар.",positive,kyym
"2014 сылтан ""Хоһоон хонуута"" диэн өрөспүүбүлүкэтээҕи айар куттаахтар мустар түөлбэлэрин, түмсүүлэрин тэрийэн кэллим.",neutral,kyym
"1995 -2011 сс. Үөһээ Бүлүү ТХУ-тун начаалынньыга, Балаҕаннаах нэһилиэгин баһылыга.",neutral,kyym
1987 сыллаахха ырыа факультетын устудьуона Сергей Чигиревка кэргэн тахсыбыта.,neutral,kyym
"биткоин барыта биирдэ буолбакка, өлүүлээн тахсар.",neutral,kyym
Ойуунускай уулуссатын тупсаран оҥорон бырайыагы инньэ гыммыттара.,positive,kyym
Сылы-сыллаан ол дьон туһугар үлэлииргэ күһэллэллэр.,negative,kyym
"Галина кини католик аата, тоҕо православнай кириэһи ылбытын ыйыппыта.",neutral,kyym
"Кини онтон  хараастарын, хомойорун кэпсиириттэн истэҕин.",negative,kyym
"Эбэлээх, эһэм оттууллара-мастыыллара, хаһаайыстыбаларын бэрийэллэрэ.",neutral,kyym
"Дьон ырыаны хайдах толороллорун көрөбүн, сүбэ-ама биэрэбин.",neutral,kyym
"Миигин ыллата-ыллата тута синтезаторыгар ууран, наһаа үчүгэй фонограммалары оҥорон биэрбитэ.",positive,kyym
"Аара маҕаһыыҥҥа сылдьан, Бииктэрин сөбүлүүр аһын бэлэмнии охсон, үөрдээри түбүгүрэрэ.",positive,kyym
Биһиги даҕаны “эн эмиэ кэлээр” диэн арахсыбыппыт.,neutral,kyym
Ол гынан баран ол пуун бөһүөлэккэ сүүстэн тахса бэйдиэ сылдьар ыт кыһалҕатын бүтэһиктээхтик быһаарыа дуо?,neutral,kyym
Билигин бочуоттаах сынньалаҥҥа олорор.,positive,kyym
"дьиэтин, ол аата 20–30 дэриэбинэни, холкутук гаастыахха сөп” диэн суруйбут.",positive,kyym
"Мантан антах элбэх кыбартыыралаах дьиэлэргэ баар уопсастыбаннай аһылык туочукаларыгар итирдэр утах атыыланар бириэмэтин, ону таһынан эрэстэрээннэргэ, бардарга, кафеларга, буфеттарга пиибэ, сидр уонна атын итирдэр утах атыыланар ирдэбилин эрэгийиэн бэйэтэ олохтуур-хааччахтыыр кыахтанар.",neutral,kyym
"Холобур, сибиинньэ аһын (горуох) ыһан аһатаҕын.",neutral,kyym
"Эбээ, хайа, туохтан күллүҥ?",neutral,kyym
Маннык кэпэрээссийэ баан суох сиригэр үлэлиэхтээх.,neutral,kyym
Кинилэр иэс ылааччыны ымпыгар-чымпыгар тиийэ үөрэтэллэр.,neutral,kyym
Бастаан Набережнайтан саҕалаан “Юность” эбии үөрэхтээһин киинигэр диэри территория оҥоһуллубута.,neutral,kyym
"Итини толкуйдаабытым ыраатта да, менталитеппыт атын дуу, чиэһинэйбит дуу – кыаллыбат.",negative,kyym
Хайдах эрэ эрдэттэн дойдубар баран үлэлиэхпин баҕара саныыр этим.,neutral,kyym
"Холобур, урукку үтүө дьылларга “Саныаҕыҥ, доҕоттор, ааспыты” тэрээһиҥҥэ кэлбит дьон үчүгэй кэнсиэри көрөллөрүн таһынан,  кэнсиэр билиэтин саҕа сыаналаах ботуччу суумалаах бэлэҕи тутан тарҕаһаллара.",positive,kyym
Кыайыы 60 сылыгар тутан бүтэрбиппит.,neutral,kyym
"буолуохтаах да сабаас, оччоҕо эрэ тыа сиригэр дьон сүөһү ииттиэ” дииллэр.",neutral,kyym
Бу идэҕэ үлэһиттэрбит кэлэ-бара тураллар.,neutral,kyym
"Эрдэрэ тус интэриэстэрин, иэйиилэрин инники күөҥҥэ туппаттара балай эмэ эридьиэстэннэ.",negative,kyym
"Ону сокуон сыыһа оҥоһуллан, “арыандаласпыт дьон эрэ барыһыраллар, уопсай хааһынаҕа харчы аанньа киирбэт” диэн сопхуостар тохтотон кэбиспиттэрэ.",negative,kyym
"Биһиги, уус-уран литэрэтиирэбит сайдарыгар баҕалаах ааҕааччылар, бу түбэлтэҕэ ханна кырдьык, ханна сымыйа баарын өйдүөхтээхпит уонна кырдьык диэки тардыһыахтаахпыт.",neutral,kyym
"Ити “Платформа” диэн айар бөлөххө түмсүбүт симиэнэ выпускниктара Бороҕон улууһун кулубата Алексей Аржаков (Сэһэн Ардьакыап) туһунан историческай киинэ-дырааманы устубуттара. Бу – киһи төһө саастааҕыттан иҥнибэккэ, кимиэхэ баҕарар, чахчы, наадалааҕын туоһута”, – диир Сергей Захлинюк.",positive,kyym
"Сайын пропан оҥоһуута аҕыйыыр, тиийбэтин хаһаастан ылан сапыраапкаларга түҥэтэбит.",neutral,kyym
"Ол иһин ИДьМ, Росгвардия, быыһыыр сулууспалар, уопсайынан, элбэх структура ити чааһыгар үлэлэһэ сылдьар.",neutral,kyym
"АЛРОСА хампаанньа үчүгэй үөрэхтээх, ситиһиилэрдээх устудьуоннардыын кинилэргэ истипиэндьийэни аныыр туһунан дуогабардары эмиэ түһэрсэр.",positive,kyym
"Табылыннаҕына, күһүн Бииктэр аны миэхэ кэлэн ыалдьыттыахтаах.",neutral,kyym
"Билиҥҥэ диэри отчуоту, докумуону билбэппит.",neutral,kyym
"СонуннарОлох-дьаһахАЛРОСА көмөтүнэн Ленскэй киин уулуссата уларыйда – Эн сиргэммэккин, баалыы да санаабаккын дуо?",negative,kyym
Үһүс уол Слава Нерюнгрига программист идэтигэр үөрэнэ сылдьар.,neutral,kyym
"Түөрт сыл иһигэр 1-кы эрэсэрээттээх тустууктан олимпийскай чөмпүйүөн, аан дойду үс төгүллээх чөмпүйүөнэ буола үүнэрэ киһи өйүгэр баппат холобур.",positive,kyym
Онно биэс уончалаах киһи тиийэн кэлбитэ.,neutral,kyym
"Оттон Александр пробирканы оҕону сатаан оҥорбот, үөскэппэт дьон туһаналлар диэн бастаан утаа утарсан көрөн баран, этиибин ылыммыта диир.",negative,kyym
Кыыстарын сыанатыгар улахан суолта уураллара.,positive,kyym
Мунньар суумабын мин ороскуот курдук көрүөхтээхпин.,neutral,kyym
"Барыларыгар көстөр гына Пушкин кинигэтин түбэһиэх арыйа баттаат, ааҕа-ааҕа күлэн сыһыгырыыра.",neutral,kyym
Билигин аан дойду барыта “парник эффегин” утары охсуһар.,neutral,kyym
Диспансер үлэтин-хамнаһын билистэ Саргылаана БАГЫНАНОВА.,neutral,kyym
"Нэһилиэктэргэ аныгы көстүүлээх кулууптар, успуорт саалалара, саҥа оскуолалар тутуллан син сайдыы хаамыытынан тэҥҥэ барсан иһэбит.",positive,kyym
"Холмогуор боруода ынахпыт ахсаана – 1067, онтон ынаҕа – 392, эдэр сүөһүтэ – 674, ол иһигэр 1 көлүүр оҕус.",neutral,kyym
Үтүө дьыала” хамсааһын билиҥҥи салайааччыта бүгүн этиллибит этиилэр барыта дьүүллэнэн форсайт-сессия резолюциятыгар киириэ диэн эрэннэрдэ.,neutral,kyym
"Оттон даача, саад, оҕуруот сиригэр баар дьиэни уонна атын кыра тутуулары отторго сылын аайы 15 кууп маһы кэрдиэххэ сөп.",neutral,kyym
Оттон биһиги кэнники кэмҥэ саха култууратыгар хайдах курдук сүҥкэн уларыйыы бара турарын көрө сылдьабыт.,positive,kyym
"Бу курдук үрдүк таһымнаах, элбэх киһи интэриэһин таарыйар бырайыактар биир-икки эрэ киһи толкуйдаабытынан, ыра-баҕа санаатынан олоххо киирэр буолбатахтар.",neutral,kyym
Онон мас-от тиэйэр уолаттар эрэйдэнэллэр.,negative,kyym
"Холобур, Степан Контоев уолаттарын: Сашаны, Германы биэс саастарыттан оскуоланы бүтэриэхтэригэр диэри бэйэтэ эрчийбитэ.",neutral,kyym
Инньэ гынан көрүллүбүт үп нэһилиэк олохтоохторугар хаалар.,neutral,kyym
Төрүт даҕаны ол бу “сибэтии” дии-дии ханнык эмэ дьону албыннааччы аҕабыыт аймаҕы суруйаллара ол сымыйа буолуохтаах.,negative,kyym
"Биэрдэхтэринэ даҕаны, кинилэр сайаапкаларын хаачыстыбата быстар мөлтөх, ситэтэ суох буолар.",negative,kyym
"Хайа да сири-дойдуну, түбэни аатын ааттатар, суон сурахтыыр үлэһит дьон баар буолаллар.",positive,kyym
Е. Николаев “Саха өрөспүүбүлүкэтигэр 2000 сылга – 2000 үтүө дьыала” хамсааһын соруктара диэн ыйааҕа тахсыбыта 25 сылын туолла.,positive,kyym
"Арай тэрилтэ сабыллан хааллын, төһөлөөх киһи үлэтэ суох хаалыай?",negative,kyym
Кутанаҕа кутурҕан күнэ биллэриллибитэ.,negative,kyym
"Бу икки айымньы таптал араас иэйиитин эттэллэр да, дьылҕа хаан оҥоһуутунан хас биирдии киһи бу орто дойдуга дьоллоох буолуохтааҕын, иэримэ дьиэ иччилээн, оҕо-уруу тэнитэр ыйаахтааҕар эрэли саҕар айымньылар.",positive,kyym
"Биһиги утары уунарбыт суох буолан, бүтэр уһугар хотторон  тахсыбыппыт.",negative,kyym
СонуннарОлох-дьаһахХолкуостар “мини-роддомнара” Ааспыт үйэ 30-с сылларыгар Сэбиэскэй Сойууска оҕо төрөөһүнүн үрдэтэргэ араас миэрэни ылаллара.,neutral,kyym
"Тутуу матырыйаалын булуу-талыы күнтэн күн ыарыыр, тиэхиньикэ кыайан саҥардыллыбат.",negative,kyym
"Эргэрбитин атыылаан баран, соторутааҕыта атыыласпыта.",neutral,kyym
Өй­дөөҕүн даҕаны аҕыйахтык көрөрүм.,neutral,kyym
"Өрөбүлгэ дьиэ-уот сууйан, эдьиийин кыра уолун оҕолоон, били кумааҕытын туһунан олоччу умнубута.",neutral,kyym
"Мин аатым Дайыына Байдам Сииҥкэ кыыһа диэммин, Нам улууһун Бөтүҥ сэлиэнньэтиттэн төрүттээхпин.",neutral,kyym
"Улахан уолбут 25 саастаах, хайыы үйэ үлэһит.",neutral,kyym
Маныаха дьон ыйытыкка хоруйуттан түөрт көрүҥ мадьыал баара көстөр.,neutral,kyym
"Сорох күн эмиэ имэрийэ, кууһа сатыыра.",neutral,kyym
"Стерх” бэстибээл гала-кэнсиэригэр дьон-сэргэ хас биирдии хамсаныыны, сюжет хас биирдии хаамыытын олус истиҥник, үөрэ-көтө ылыммыта.",positive,kyym
"Аҕыйах хонуктааҕыта Дьокуускайга олорор 33 саастаах урбаанньыт кыыс криптовалюта “атыылаһабын” дии санаан, баантан кирэдьиит ылан, 16 709 000 солкуобайын түөкүттэргэ ыытта.",negative,kyym
"Чэ, тириэньэр өйдөнөр, оттон “үрүҥ дьиэҕэ” тоҕо бараҕын?",neutral,kyym
Түргэн үлүгэрдик сурунаал тула айар-тутар дьон муста охсубута.,positive,kyym
"Наталья Сергеева-Аана Кыыhа, Чурапчы литэрэтииринэй түмсүүтүн чилиэнэ, СӨ Үөрэҕириитин туйгуна.",positive,kyym
"Уулусса уота тыгар кэмигэр, сиэркилэнэн көрбүтүм, кыыс ньылбы сыгынньахтаммыт этэ.",neutral,kyym
Оттон Валентина Никифоровна төрөппүт кыыһа: “Үс киһи тыыныгар турбут рецидивискэ 20 сыл диэн олус кыра!,negative,kyym
"И. Винокуров кэпсээбитинэн, бу “шайтаны” бастаан тордох иһигэр олордубуттар.",neutral,kyym
"Үлэтэ ыарахан эрээри, хамнаһа онно эппиэттиир – үрдүк.",neutral,kyym
"7 (914) 820-09-75 – Быйыл мин “КиноМАНиЯ” үөрэх тиһигэр кыттыбытым, онно бастыҥ туруорааччы-худуоһунньук буолбутум.",positive,kyym
"Ол гынан баран, иккиэн дизайнынан дьарыктанабыт.",neutral,kyym
"Ки­һим чочумча саҥата суох туран баран: “Дьиҥэр, барыта үчүгэй баҕайы, бэйэҥ олус кыра­сыабай эбиккин эрээри, мин эйигин кытта таптаһыахпын баҕарбаппын.",negative,kyym
"Дэриэбинэҕэ сөбүлэһэр киһи көстүбэккэ, 2003 с. Уһун Күөлгэ бастакы үүт переработкатын кэпэрэтиибин биэс сыл салайбыта.",neutral,kyym
"Сахалар чараас эйгэлээхпит, барытыгар итэҕэйэбит.",positive,kyym
"Дьахталларга урут эрэллээх-бэриниилээх буолууну, хаһаайыстыбанньаҥы, оҕоҕо тапталы талар эбит буоллахтарына, билигин олохтоохтор 71 %-нара итини ааттаабат, талбат буолбут.",negative,kyym
"Оттон билигин бастакы оҕо хапытаала 630,4 тыс.",neutral,kyym
"СӨ баай-дуол, сир сыһыаннаһыыларын  миниистирин бастакы солбуйааччытынан  үлэлии олорон баайы-дуолу олохтоох бэйэни салайыныыга бэриллиитин үлэтин сүрүннэспитэ.",neutral,kyym
Кини биэс тыһыынча биэнсийэтигэр олор­буппут.,neutral,kyym
"Сүрүнэ – биһиги бу балаһыанньаҕа тугу гыныахтаахпытый, хайдах дьаһанаыахтаахпытый диэн үчүгэйдик толкуйдаан сыыйа киирэн иһиэхпит.",neutral,kyym
Оннооҕор сорох ыарыһахтар үлэлии-үлэлии эмтэнэр буоллулар.,neutral,kyym
"Урут олохтоохтор мас кэрдэллэригэр ойуур билиэтэ бэриллэр буоллаҕына, 2006 сылтан бэттэх ол тохтотуллубута, билигин маһы атыылаһыы туһунан дуогабар түһэрсиллэрэ ирдэнэр.",negative,kyym
"Аргыый аҕай эбэм хоһун диэки көрбүппэр, били, туох эрэ маҥан эмиэ хамсыыр.",neutral,kyym
"Дьаһалта дьиэтин  утары  Бороҕон саамай улахан уулуссатын  кэккэлэһиннэрэ  миэстэ таһааран, онно тутар буоллубут.",neutral,kyym
"Итини таһынан, крипто-үп актыып, баай-дуол буоларынан, киһи бэйэтэ нолуок уорганнарыгар декларация оҥорон туттарыахтаах уонна барыһыттан 13% нолуок төлүөхтээх.",neutral,kyym
"Кылгас тохтобулга кураанах кэриэтэ платформаҕа биир оннук кураанах богуонтан хойутаабыт уоппускалаахтар саккыраһан тахсан, тустаах сирдэригэр тиэтэйэллэр.",neutral,kyym
"Онон кини олохтоох бэйэни салайыныы сокуонун ис тутулун бастакыттан үөрэппит, оҥорсубут уонна оройуон баһылыгынан үлэлии олорон бу сокуон олоххо киириитигэр  чопчу үлэлэспит уопуттаах дьокутаат буоларын быһыытынан биһиги киниттэн дьоҥҥо быһааран биэрэригэр көрдөстүбүт.",positive,kyym
"ТХМ тэриллиилээх хаһаайыстыбалары билэ, көрө, харайа олорор тэрилтэ.",neutral,kyym
Онон дьүөгэбин кытта дьиэ куортамнаан олоробут.,neutral,kyym
"Бүгүн ким ханна барбытын, түүн ким ханна киирэрин эҥин кэпсэтэбит.",neutral,kyym
Нэһилиэктэр бэйэлэрэ эмиэ биһиэхэ быһаччы тахсаллар этэ.,neutral,kyym
"Төлөбүрэ: 25 куул хаппыыстаны толордоххо, 1 куулу ылаҕын.",neutral,kyym
Урут хаста да ТХМ хонтуруолунай ыамнары оҥоро сылдьыбытыгар “приписка” бөҕө тахсан кэлбитин кэннэ тохтоппуттар дииллэр.,neutral,kyym
"Билигин Данилова Зоя Никандровна-Кэкэрдэ салайааччылаах элбэх тэрээһиннэргэ, кинигэ биһирэмнэригэр кыттан, үлэбит тэтиминэн баран иһэр.",positive,kyym
Оттон ааспыт ыйга АХШ-ка криптовалютаҕа улахан мунньах буолбутугар Трамп өйүүбүн диэтэ.,neutral,kyym
Үөһэ Халыма Зырянкатыгар Култуура-успуорт холбоһуга тутуллубута.,neutral,kyym
"Этэҥҥэ эргиллэн кэлэрин күүтэбит,"" – диэн салгыы сэһэргиир ""Айар Кут"" регионнааҕы поэттарын уонна прозаиктарын сойууһун чилиэнэ, Үөһээ Бүлүү ""Чэчир"" хоһоонньуттарын чилиэнэ Тумусова Прасковья Алексеевна-Туску.",neutral,kyym
"Онон эйэ дэмнээхтик тарҕаһабыт”, – диэбит.",positive,kyym
Ол туһунан бүгүн чинчийэн үлэлии сылдьар педагог-психолог Туйаара ЛЕПЧИКОВАны кытта сэһэргэһэбит.,neutral,kyym
Ити тухары төһөлөөх элбэх быһаҕы көрбүтэ буолуой?,neutral,kyym
"Арассыыйа олохтоохторо кыттыгас төрөппүтү, партнёру көрдүүллэригэр интэриниэти холбоон, “Ребёнку быть” порталга киирэн булар кыахтаахтара суруллар.",neutral,kyym
"Бириэмэ аастаҕын аайы киһи  барыта доҕор-атас, билбит-көрбүт буолар, дьиҥ кырдьыгы көрдөрүүгэ токурутуу тахсар.",positive,kyym
"Бэл, икки хас сыллааҕыттан үүт соҕотуопкатын туһунан сыыппара тахсыбат буолла.",neutral,kyym
"Ким эрэ көссүү булунар, ким эрэ “айака” диэн баран, үлүбээй арахсан барара, – диир Эмиэрикэ дьахтара, – мин да ол оннугу көрө-билэ сылдьан, тапталлара диэҥҥэ ончу итэ­ҕэйбэт буолан барбытым.",negative,kyym
Ол эрээри хамнаска буолбатах.,neutral,kyym
Ол эрээри “бу Саха сирин ийэлэрин барыларын манна аҕалан төрөтөр хайдаҕа буолла?,neutral,kyym
"Манна бэлиэтээн этэххэ, ХИФУ алмаас салаатыгар  каадыры бэлэмнээн биэрэр кылаабынай үөрэх кыһаларыттан биирдэстэрэ буолар.",positive,kyym
"Онно дии – геолог булуутун араас хабааннаах, көрүҥнээх ырытыы, көрүү, анаалыс, түмүк оҥоһуллар сирэ.",neutral,kyym
Үтүө салайааччыны дьоно-сэргэтэ умнубат – Уустук диэххэ сөп.,negative,kyym
"Биллэн турар, муниципалитет салайааччыта дьонун иннигэр эппиэтинэһи сүгүөхтээх.",neutral,kyym
Мин биирдэ эмэ имэҥнээх түүллэри түһээччибин.,negative,kyym
"Кистии-саба көрдөр даҕаны онтуката биллэн хаалан, кыбыстар аатыгар барар.",negative,kyym
"Бүддьүөтү сатаан торумнааһын, харчыны уурунуу уонна кыаҕы сөпкө туһаныы – үп-харчы өттүнэн туруктаах уонна кэнэҕэскитин байылыат олохтоох буолуу төрдө.",positive,kyym
"Сатаатар, бу сиргэ илиим суола хааллын диэн буолаахтаатаҕа.",neutral,kyym
Ол быыһыгар дьиэ кэргэн өйдөбүлэ эмиэ биллибэтинэн суураллан иһэр.,negative,kyym
"Эр киһи кырасыабай, мэлдьи бэйэтин көрүнэр, кини тылын, кэпсээ­нин болҕомтолоохтук истэр, кини туһугар долгуйар, санааргыыр, аһынар-харыһыйар дьахтарга наадыйар.",positive,kyym
"Чуолаан “Земский доктор”, “Земский учитель”, “Муравьев-Амурский 2030” судаарыстыба бырагыраамалара олоххо киирилэрин көрүөҕэ.",neutral,kyym
Ол судаарыстыбаларга биткоин дойду валютатын сэргэ туттуллар кыахтаах.,neutral,kyym
Баба-яга” кыһыҥҥы уонна сайыҥҥы диэн көтөр бириэмэлээх.,neutral,kyym
